
44, 0.010000, 7071, 0.613973, 37,
44, 0.010000, 10000, 1.196213, 37,
44, 0.010000, 12245, 1.703288, 37,
44, 0.010000, 14143, 3.439984, 37,
44, 0.010000, 7071, 0.713406, 37,
44, 0.010000, 10000, 1.154115, 37,
44, 0.010000, 12245, 1.742389, 37,
44, 0.010000, 14143, 2.358101, 37,
44, 0.010000, 7071, 0.621192, 37,
44, 0.010000, 10000, 1.160599, 37,
44, 0.010000, 12245, 1.737478, 37,
44, 0.010000, 14143, 2.328225, 37,
44, 0.010000, 7071, 0.614929, 37,
44, 0.010000, 10000, 1.174122, 37,
44, 0.010000, 12245, 1.781054, 37,
44, 0.010000, 14143, 2.353449, 37,
